Table,Sheet,Field,Type,Position,ZH,VN,TH
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,des,后端,G440,Đại Lễ Ngày Hè-Thưởng Mục Tiêu Rút Thưởng,Đại Lễ Ngày Hè-Thưởng Mục Tiêu Rút Thưởng,Đại Lễ Ngày Hè-Thưởng Mục Tiêu Rút Thưởng
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,des,后端,G441,Đại Lễ Ngày Hè-Thưởng Mục Tiêu Rút Thưởng,Đại Lễ Ngày Hè-Thưởng Mục Tiêu Rút Thưởng,Đại Lễ Ngày Hè-Thưởng Mục Tiêu Rút Thưởng
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,des,后端,G443,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,des,后端,G444,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,des,后端,G445,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,des,后端,G446,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,des,后端,G447,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,des,后端,G448,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,des,后端,G449,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,des,后端,G450,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,des,后端,G451,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,des,后端,G452,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,des,后端,G453,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,des,后端,G454,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng,Đại Tiệc Đoan Ngọ-Thưởng Mục Tiêu Rút Thưởng
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z7,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010101'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010101'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010101'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z8,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010101'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010101'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010101'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z9,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010101'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010101'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010101'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z10,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010101'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010101'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010101'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z11,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010101'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010101'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010101'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z12,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010101'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010101'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010101'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z13,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010201'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010201'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010201'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z14,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010201'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010201'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010201'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z15,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010201'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010201'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010201'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z16,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010201'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010201'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010201'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z17,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010201'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010201'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010201'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z18,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010201'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010201'><u>Đi nhận</u></color></color>,Ta tham gia <color=#009800>[Đại Tiệc Quốc Khánh]</color> nhận được thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9010201'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z20,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030101'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z21,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030101'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z22,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030101'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z23,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030101'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z24,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030101'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z25,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030101'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z26,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030201'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z27,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030201'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z28,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030201'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z29,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030201'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z30,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030201'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z31,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Trung Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9030201'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z33,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040101'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z34,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040101'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z35,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040101'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z36,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040101'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z37,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040101'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z38,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040101'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040101'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z39,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040201'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z40,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040201'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z41,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040201'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z42,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040201'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z43,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040201'><u>Đi nhận</u></color></color>
act_24006_privilege_draw.xlsx,act_24006_privilege_draw,share_xinyuan,后端,Z44,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040201'><u>Đi nhận</u></color></color>,Ta tham gia<color=#009800>[Đại Tiệc Mùa Thu]</color> đã trúng thưởng lớn may mắn: [~p_~p] <color=#009800 click='jump' param='9040201'><u>Đi nhận</u></color></color>
